rank,candidate_id,trial,train_correct,val_correct,train_accuracy,val_accuracy,train_macro_f1,val_macro_f1,params_json
22,structural_guarded_silent_aff_0301900,301900,61/68,32/32,0.8970588235294118,1.0,0.8990641711229946,1.0,"{""aff_boost"":40,""aff_chf_cnt"":8,""aff_cnt"":16,""aff_inh_arr"":0,""aff_inh_chf"":120,""aff_morph_le"":150,""aff_qrs_le"":80,""aff_rhythm_ge"":16000,""arr_aff_aff_cnt"":14,""arr_aff_arr_cnt"":5,""arr_aff_boost"":80,""arr_aff_ect_ge"":50,""arr_aff_inh_aff"":40,""arr_aff_morph_ge"":500,""arr_aff_qrs_le"":800,""arr_nsr_arr_cnt"":1,""arr_nsr_arr_low_le"":1,""arr_nsr_boost"":40,""arr_nsr_ect_low_le"":5,""arr_nsr_inh_aff"":10,""arr_nsr_inh_chf"":10,""arr_nsr_inh_nsr"":60,""arr_nsr_morph_ge"":4000,""arr_nsr_nsr_cnt"":18,""arr_nsr_pre_ge"":2400,""arr_nsr_qrs_high_le"":60,""arr_nsr_qrs_low_le"":30,""arr_nsr_rbbb_high_le"":16,""arr_nsr_rhythm_low_le"":3500,""nsr_abn_le"":250,""nsr_boost"":120,""nsr_chf_cnt"":16,""nsr_cnt"":8,""nsr_ect_le"":40,""nsr_inh_arr"":0,""nsr_inh_chf"":40,""nsr_morph_le"":50,""nsr_qrs_le"":30}"
23,structural_guarded_silent_aff_0250801,250801,61/68,32/32,0.8970588235294118,1.0,0.8990641711229946,1.0,"{""aff_boost"":60,""aff_chf_cnt"":14,""aff_cnt"":16,""aff_inh_arr"":40,""aff_inh_chf"":60,""aff_morph_le"":2000,""aff_qrs_le"":80,""aff_rhythm_ge"":8000,""arr_aff_aff_cnt"":10,""arr_aff_arr_cnt"":5,""arr_aff_boost"":80,""arr_aff_ect_ge"":400,""arr_aff_inh_aff"":40,""arr_aff_morph_ge"":500,""arr_aff_qrs_le"":800,""arr_nsr_arr_cnt"":1,""arr_nsr_arr_low_le"":1,""arr_nsr_boost"":80,""arr_nsr_ect_low_le"":20,""arr_nsr_inh_aff"":0,""arr_nsr_inh_chf"":20,""arr_nsr_inh_nsr"":40,""arr_nsr_morph_ge"":3000,""arr_nsr_nsr_cnt"":20,""arr_nsr_pre_ge"":2400,""arr_nsr_qrs_high_le"":100,""arr_nsr_qrs_low_le"":5,""arr_nsr_rbbb_high_le"":16,""arr_nsr_rhythm_low_le"":5000,""nsr_abn_le"":60,""nsr_boost"":60,""nsr_chf_cnt"":8,""nsr_cnt"":8,""nsr_ect_le"":40,""nsr_inh_arr"":0,""nsr_inh_chf"":80,""nsr_morph_le"":50,""nsr_qrs_le"":5}"
24,structural_guarded_silent_aff_2723120,2723120,61/68,32/32,0.8970588235294118,1.0,0.8990641711229946,1.0,"{""aff_boost"":60,""aff_chf_cnt"":14,""aff_cnt"":12,""aff_inh_arr"":0,""aff_inh_chf"":60,""aff_morph_le"":600,""aff_qrs_le"":300,""aff_rhythm_ge"":19000,""arr_aff_aff_cnt"":8,""arr_aff_arr_cnt"":3,""arr_aff_boost"":80,""arr_aff_ect_ge"":50,""arr_aff_inh_aff"":60,""arr_aff_morph_ge"":500,""arr_aff_qrs_le"":500,""arr_nsr_arr_cnt"":1,""arr_nsr_arr_low_le"":1,""arr_nsr_boost"":80,""arr_nsr_ect_low_le"":20,""arr_nsr_inh_aff"":20,""arr_nsr_inh_chf"":40,""arr_nsr_inh_nsr"":40,""arr_nsr_morph_ge"":4000,""arr_nsr_nsr_cnt"":20,""arr_nsr_pre_ge"":2400,""arr_nsr_qrs_high_le"":80,""arr_nsr_qrs_low_le"":5,""arr_nsr_rbbb_high_le"":16,""arr_nsr_rhythm_low_le"":5000,""nsr_abn_le"":60,""nsr_boost"":40,""nsr_chf_cnt"":12,""nsr_cnt"":4,""nsr_ect_le"":20,""nsr_inh_arr"":20,""nsr_inh_chf"":60,""nsr_morph_le"":200,""nsr_qrs_le"":2}"
25,structural_guarded_silent_aff_2995813,2995813,61/68,32/32,0.8970588235294118,1.0,0.8990641711229946,1.0,"{""aff_boost"":60,""aff_chf_cnt"":12,""aff_cnt"":14,""aff_inh_arr"":10,""aff_inh_chf"":60,""aff_morph_le"":300,""aff_qrs_le"":150,""aff_rhythm_ge"":8000,""arr_aff_aff_cnt"":10,""arr_aff_arr_cnt"":5,""arr_aff_boost"":60,""arr_aff_ect_ge"":50,""arr_aff_inh_aff"":80,""arr_aff_morph_ge"":500,""arr_aff_qrs_le"":300,""arr_nsr_arr_cnt"":1,""arr_nsr_arr_low_le"":2,""arr_nsr_boost"":60,""arr_nsr_ect_low_le"":5,""arr_nsr_inh_aff"":10,""arr_nsr_inh_chf"":10,""arr_nsr_inh_nsr"":80,""arr_nsr_morph_ge"":3000,""arr_nsr_nsr_cnt"":16,""arr_nsr_pre_ge"":2600,""arr_nsr_qrs_high_le"":60,""arr_nsr_qrs_low_le"":5,""arr_nsr_rbbb_high_le"":20,""arr_nsr_rhythm_low_le"":4000,""nsr_abn_le"":120,""nsr_boost"":60,""nsr_chf_cnt"":8,""nsr_cnt"":6,""nsr_ect_le"":80,""nsr_inh_arr"":0,""nsr_inh_chf"":80,""nsr_morph_le"":200,""nsr_qrs_le"":10}"
26,structural_guarded_silent_aff_0311616,311616,61/68,32/32,0.8970588235294118,1.0,0.8990641711229946,1.0,"{""aff_boost"":60,""aff_chf_cnt"":10,""aff_cnt"":14,""aff_inh_arr"":0,""aff_inh_chf"":60,""aff_morph_le"":3000,""aff_qrs_le"":80,""aff_rhythm_ge"":12000,""arr_aff_aff_cnt"":8,""arr_aff_arr_cnt"":7,""arr_aff_boost"":60,""arr_aff_ect_ge"":50,""arr_aff_inh_aff"":80,""arr_aff_morph_ge"":500,""arr_aff_qrs_le"":500,""arr_nsr_arr_cnt"":1,""arr_nsr_arr_low_le"":1,""arr_nsr_boost"":120,""arr_nsr_ect_low_le"":20,""arr_nsr_inh_aff"":10,""arr_nsr_inh_chf"":20,""arr_nsr_inh_nsr"":40,""arr_nsr_morph_ge"":4000,""arr_nsr_nsr_cnt"":20,""arr_nsr_pre_ge"":2600,""arr_nsr_qrs_high_le"":100,""arr_nsr_qrs_low_le"":80,""arr_nsr_rbbb_high_le"":20,""arr_nsr_rhythm_low_le"":3500,""nsr_abn_le"":60,""nsr_boost"":60,""nsr_chf_cnt"":12,""nsr_cnt"":8,""nsr_ect_le"":40,""nsr_inh_arr"":0,""nsr_inh_chf"":60,""nsr_morph_le"":10,""nsr_qrs_le"":30}"
27,structural_guarded_silent_aff_0218548,218548,61/68,32/32,0.8970588235294118,1.0,0.8990641711229946,1.0,"{""aff_boost"":40,""aff_chf_cnt"":12,""aff_cnt"":12,""aff_inh_arr"":10,""aff_inh_chf"":60,""aff_morph_le"":300,""aff_qrs_le"":300,""aff_rhythm_ge"":19000,""arr_aff_aff_cnt"":8,""arr_aff_arr_cnt"":5,""arr_aff_boost"":60,""arr_aff_ect_ge"":400,""arr_aff_inh_aff"":120,""arr_aff_morph_ge"":500,""arr_aff_qrs_le"":200,""arr_nsr_arr_cnt"":1,""arr_nsr_arr_low_le"":0,""arr_nsr_boost"":80,""arr_nsr_ect_low_le"":20,""arr_nsr_inh_aff"":0,""arr_nsr_inh_chf"":20,""arr_nsr_inh_nsr"":40,""arr_nsr_morph_ge"":3500,""arr_nsr_nsr_cnt"":18,""arr_nsr_pre_ge"":2400,""arr_nsr_qrs_high_le"":100,""arr_nsr_qrs_low_le"":30,""arr_nsr_rbbb_high_le"":20,""arr_nsr_rhythm_low_le"":3500,""nsr_abn_le"":120,""nsr_boost"":60,""nsr_chf_cnt"":16,""nsr_cnt"":8,""nsr_ect_le"":10,""nsr_inh_arr"":20,""nsr_inh_chf"":60,""nsr_morph_le"":50,""nsr_qrs_le"":2}"
28,structural_guarded_silent_aff_2335130,2335130,61/68,32/32,0.8970588235294118,1.0,0.8990641711229946,1.0,"{""aff_boost"":60,""aff_chf_cnt"":14,""aff_cnt"":14,""aff_inh_arr"":0,""aff_inh_chf"":60,""aff_morph_le"":300,""aff_qrs_le"":600,""aff_rhythm_ge"":8000,""arr_aff_aff_cnt"":10,""arr_aff_arr_cnt"":3,""arr_aff_boost"":80,""arr_aff_ect_ge"":50,""arr_aff_inh_aff"":80,""arr_aff_morph_ge"":500,""arr_aff_qrs_le"":500,""arr_nsr_arr_cnt"":1,""arr_nsr_arr_low_le"":2,""arr_nsr_boost"":60,""arr_nsr_ect_low_le"":20,""arr_nsr_inh_aff"":10,""arr_nsr_inh_chf"":0,""arr_nsr_inh_nsr"":60,""arr_nsr_morph_ge"":3000,""arr_nsr_nsr_cnt"":16,""arr_nsr_pre_ge"":2400,""arr_nsr_qrs_high_le"":100,""arr_nsr_qrs_low_le"":30,""arr_nsr_rbbb_high_le"":16,""arr_nsr_rhythm_low_le"":6000,""nsr_abn_le"":60,""nsr_boost"":120,""nsr_chf_cnt"":8,""nsr_cnt"":8,""nsr_ect_le"":80,""nsr_inh_arr"":0,""nsr_inh_chf"":40,""nsr_morph_le"":200,""nsr_qrs_le"":80}"
29,structural_guarded_silent_aff_2893308,2893308,61/68,32/32,0.8970588235294118,1.0,0.8990641711229946,1.0,"{""aff_boost"":60,""aff_chf_cnt"":10,""aff_cnt"":14,""aff_inh_arr"":40,""aff_inh_chf"":40,""aff_morph_le"":300,""aff_qrs_le"":80,""aff_rhythm_ge"":19000,""arr_aff_aff_cnt"":8,""arr_aff_arr_cnt"":3,""arr_aff_boost"":40,""arr_aff_ect_ge"":400,""arr_aff_inh_aff"":60,""arr_aff_morph_ge"":500,""arr_aff_qrs_le"":300,""arr_nsr_arr_cnt"":3,""arr_nsr_arr_low_le"":0,""arr_nsr_boost"":80,""arr_nsr_ect_low_le"":40,""arr_nsr_inh_aff"":40,""arr_nsr_inh_chf"":10,""arr_nsr_inh_nsr"":80,""arr_nsr_morph_ge"":3500,""arr_nsr_nsr_cnt"":18,""arr_nsr_pre_ge"":2200,""arr_nsr_qrs_high_le"":80,""arr_nsr_qrs_low_le"":5,""arr_nsr_rbbb_high_le"":20,""arr_nsr_rhythm_low_le"":7000,""nsr_abn_le"":60,""nsr_boost"":80,""nsr_chf_cnt"":12,""nsr_cnt"":8,""nsr_ect_le"":10,""nsr_inh_arr"":10,""nsr_inh_chf"":40,""nsr_morph_le"":10,""nsr_qrs_le"":5}"
30,structural_guarded_silent_aff_0127987,127987,61/68,32/32,0.8970588235294118,1.0,0.8990641711229946,1.0,"{""aff_boost"":80,""aff_chf_cnt"":14,""aff_cnt"":14,""aff_inh_arr"":20,""aff_inh_chf"":120,""aff_morph_le"":150,""aff_qrs_le"":1000,""aff_rhythm_ge"":8000,""arr_aff_aff_cnt"":10,""arr_aff_arr_cnt"":5,""arr_aff_boost"":80,""arr_aff_ect_ge"":250,""arr_aff_inh_aff"":40,""arr_aff_morph_ge"":500,""arr_aff_qrs_le"":300,""arr_nsr_arr_cnt"":3,""arr_nsr_arr_low_le"":0,""arr_nsr_boost"":40,""arr_nsr_ect_low_le"":5,""arr_nsr_inh_aff"":10,""arr_nsr_inh_chf"":0,""arr_nsr_inh_nsr"":60,""arr_nsr_morph_ge"":3000,""arr_nsr_nsr_cnt"":20,""arr_nsr_pre_ge"":2200,""arr_nsr_qrs_high_le"":80,""arr_nsr_qrs_low_le"":5,""arr_nsr_rbbb_high_le"":16,""arr_nsr_rhythm_low_le"":7000,""nsr_abn_le"":60,""nsr_boost"":80,""nsr_chf_cnt"":8,""nsr_cnt"":6,""nsr_ect_le"":10,""nsr_inh_arr"":10,""nsr_inh_chf"":40,""nsr_morph_le"":10,""nsr_qrs_le"":2}"
31,structural_guarded_silent_aff_2262257,2262257,61/68,32/32,0.8970588235294118,1.0,0.8990641711229946,1.0,"{""aff_boost"":120,""aff_chf_cnt"":14,""aff_cnt"":16,""aff_inh_arr"":20,""aff_inh_chf"":40,""aff_morph_le"":600,""aff_qrs_le"":600,""aff_rhythm_ge"":8000,""arr_aff_aff_cnt"":14,""arr_aff_arr_cnt"":5,""arr_aff_boost"":40,""arr_aff_ect_ge"":100,""arr_aff_inh_aff"":60,""arr_aff_morph_ge"":500,""arr_aff_qrs_le"":500,""arr_nsr_arr_cnt"":1,""arr_nsr_arr_low_le"":2,""arr_nsr_boost"":60,""arr_nsr_ect_low_le"":40,""arr_nsr_inh_aff"":0,""arr_nsr_inh_chf"":10,""arr_nsr_inh_nsr"":80,""arr_nsr_morph_ge"":4000,""arr_nsr_nsr_cnt"":20,""arr_nsr_pre_ge"":2400,""arr_nsr_qrs_high_le"":60,""arr_nsr_qrs_low_le"":80,""arr_nsr_rbbb_high_le"":16,""arr_nsr_rhythm_low_le"":3500,""nsr_abn_le"":60,""nsr_boost"":80,""nsr_chf_cnt"":16,""nsr_cnt"":4,""nsr_ect_le"":40,""nsr_inh_arr"":10,""nsr_inh_chf"":60,""nsr_morph_le"":20,""nsr_qrs_le"":80}"
32,structural_guarded_silent_aff_1747150,1747150,61/68,32/32,0.8970588235294118,1.0,0.8990641711229946,1.0,"{""aff_boost"":60,""aff_chf_cnt"":14,""aff_cnt"":14,""aff_inh_arr"":20,""aff_inh_chf"":80,""aff_morph_le"":1000,""aff_qrs_le"":1000,""aff_rhythm_ge"":8000,""arr_aff_aff_cnt"":10,""arr_aff_arr_cnt"":3,""arr_aff_boost"":40,""arr_aff_ect_ge"":100,""arr_aff_inh_aff"":60,""arr_aff_morph_ge"":500,""arr_aff_qrs_le"":800,""arr_nsr_arr_cnt"":1,""arr_nsr_arr_low_le"":2,""arr_nsr_boost"":80,""arr_nsr_ect_low_le"":5,""arr_nsr_inh_aff"":0,""arr_nsr_inh_chf"":0,""arr_nsr_inh_nsr"":40,""arr_nsr_morph_ge"":3000,""arr_nsr_nsr_cnt"":16,""arr_nsr_pre_ge"":2400,""arr_nsr_qrs_high_le"":80,""arr_nsr_qrs_low_le"":30,""arr_nsr_rbbb_high_le"":20,""arr_nsr_rhythm_low_le"":4000,""nsr_abn_le"":120,""nsr_boost"":40,""nsr_chf_cnt"":16,""nsr_cnt"":8,""nsr_ect_le"":80,""nsr_inh_arr"":40,""nsr_inh_chf"":120,""nsr_morph_le"":10,""nsr_qrs_le"":2}"
33,structural_guarded_silent_aff_1641756,1641756,61/68,32/32,0.8970588235294118,1.0,0.8990641711229946,1.0,"{""aff_boost"":40,""aff_chf_cnt"":12,""aff_cnt"":14,""aff_inh_arr"":20,""aff_inh_chf"":40,""aff_morph_le"":150,""aff_qrs_le"":1000,""aff_rhythm_ge"":19000,""arr_aff_aff_cnt"":14,""arr_aff_arr_cnt"":7,""arr_aff_boost"":80,""arr_aff_ect_ge"":250,""arr_aff_inh_aff"":120,""arr_aff_morph_ge"":500,""arr_aff_qrs_le"":200,""arr_nsr_arr_cnt"":1,""arr_nsr_arr_low_le"":0,""arr_nsr_boost"":60,""arr_nsr_ect_low_le"":80,""arr_nsr_inh_aff"":0,""arr_nsr_inh_chf"":0,""arr_nsr_inh_nsr"":80,""arr_nsr_morph_ge"":3500,""arr_nsr_nsr_cnt"":20,""arr_nsr_pre_ge"":2400,""arr_nsr_qrs_high_le"":80,""arr_nsr_qrs_low_le"":80,""arr_nsr_rbbb_high_le"":20,""arr_nsr_rhythm_low_le"":3500,""nsr_abn_le"":60,""nsr_boost"":60,""nsr_chf_cnt"":16,""nsr_cnt"":6,""nsr_ect_le"":10,""nsr_inh_arr"":0,""nsr_inh_chf"":80,""nsr_morph_le"":10,""nsr_qrs_le"":30}"
34,structural_guarded_silent_aff_2617934,2617934,61/68,32/32,0.8970588235294118,1.0,0.8990641711229946,1.0,"{""aff_boost"":120,""aff_chf_cnt"":14,""aff_cnt"":12,""aff_inh_arr"":0,""aff_inh_chf"":40,""aff_morph_le"":1000,""aff_qrs_le"":80,""aff_rhythm_ge"":16000,""arr_aff_aff_cnt"":8,""arr_aff_arr_cnt"":5,""arr_aff_boost"":40,""arr_aff_ect_ge"":100,""arr_aff_inh_aff"":60,""arr_aff_morph_ge"":500,""arr_aff_qrs_le"":200,""arr_nsr_arr_cnt"":1,""arr_nsr_arr_low_le"":1,""arr_nsr_boost"":40,""arr_nsr_ect_low_le"":20,""arr_nsr_inh_aff"":20,""arr_nsr_inh_chf"":40,""arr_nsr_inh_nsr"":40,""arr_nsr_morph_ge"":3500,""arr_nsr_nsr_cnt"":20,""arr_nsr_pre_ge"":2400,""arr_nsr_qrs_high_le"":60,""arr_nsr_qrs_low_le"":30,""arr_nsr_rbbb_high_le"":16,""arr_nsr_rhythm_low_le"":5000,""nsr_abn_le"":250,""nsr_boost"":120,""nsr_chf_cnt"":8,""nsr_cnt"":8,""nsr_ect_le"":80,""nsr_inh_arr"":0,""nsr_inh_chf"":60,""nsr_morph_le"":50,""nsr_qrs_le"":5}"
35,structural_guarded_silent_aff_2623909,2623909,61/68,32/32,0.8970588235294118,1.0,0.8990641711229946,1.0,"{""aff_boost"":60,""aff_chf_cnt"":14,""aff_cnt"":16,""aff_inh_arr"":0,""aff_inh_chf"":60,""aff_morph_le"":3000,""aff_qrs_le"":300,""aff_rhythm_ge"":12000,""arr_aff_aff_cnt"":8,""arr_aff_arr_cnt"":7,""arr_aff_boost"":40,""arr_aff_ect_ge"":400,""arr_aff_inh_aff"":120,""arr_aff_morph_ge"":500,""arr_aff_qrs_le"":300,""arr_nsr_arr_cnt"":1,""arr_nsr_arr_low_le"":0,""arr_nsr_boost"":40,""arr_nsr_ect_low_le"":40,""arr_nsr_inh_aff"":20,""arr_nsr_inh_chf"":10,""arr_nsr_inh_nsr"":60,""arr_nsr_morph_ge"":4500,""arr_nsr_nsr_cnt"":20,""arr_nsr_pre_ge"":2600,""arr_nsr_qrs_high_le"":100,""arr_nsr_qrs_low_le"":30,""arr_nsr_rbbb_high_le"":16,""arr_nsr_rhythm_low_le"":5000,""nsr_abn_le"":120,""nsr_boost"":80,""nsr_chf_cnt"":12,""nsr_cnt"":6,""nsr_ect_le"":80,""nsr_inh_arr"":10,""nsr_inh_chf"":80,""nsr_morph_le"":50,""nsr_qrs_le"":80}"
36,structural_guarded_silent_aff_0095830,95830,61/68,32/32,0.8970588235294118,1.0,0.8990641711229946,1.0,"{""aff_boost"":40,""aff_chf_cnt"":12,""aff_cnt"":12,""aff_inh_arr"":10,""aff_inh_chf"":120,""aff_morph_le"":150,""aff_qrs_le"":150,""aff_rhythm_ge"":8000,""arr_aff_aff_cnt"":8,""arr_aff_arr_cnt"":3,""arr_aff_boost"":120,""arr_aff_ect_ge"":400,""arr_aff_inh_aff"":40,""arr_aff_morph_ge"":500,""arr_aff_qrs_le"":800,""arr_nsr_arr_cnt"":2,""arr_nsr_arr_low_le"":1,""arr_nsr_boost"":60,""arr_nsr_ect_low_le"":80,""arr_nsr_inh_aff"":0,""arr_nsr_inh_chf"":40,""arr_nsr_inh_nsr"":40,""arr_nsr_morph_ge"":4500,""arr_nsr_nsr_cnt"":20,""arr_nsr_pre_ge"":2400,""arr_nsr_qrs_high_le"":60,""arr_nsr_qrs_low_le"":30,""arr_nsr_rbbb_high_le"":20,""arr_nsr_rhythm_low_le"":4000,""nsr_abn_le"":120,""nsr_boost"":40,""nsr_chf_cnt"":16,""nsr_cnt"":4,""nsr_ect_le"":80,""nsr_inh_arr"":0,""nsr_inh_chf"":80,""nsr_morph_le"":100,""nsr_qrs_le"":80}"
37,structural_guarded_silent_aff_2140567,2140567,61/68,32/32,0.8970588235294118,1.0,0.8990641711229946,1.0,"{""aff_boost"":80,""aff_chf_cnt"":10,""aff_cnt"":12,""aff_inh_arr"":20,""aff_inh_chf"":40,""aff_morph_le"":300,""aff_qrs_le"":300,""aff_rhythm_ge"":19000,""arr_aff_aff_cnt"":8,""arr_aff_arr_cnt"":3,""arr_aff_boost"":80,""arr_aff_ect_ge"":400,""arr_aff_inh_aff"":80,""arr_aff_morph_ge"":500,""arr_aff_qrs_le"":300,""arr_nsr_arr_cnt"":3,""arr_nsr_arr_low_le"":2,""arr_nsr_boost"":80,""arr_nsr_ect_low_le"":80,""arr_nsr_inh_aff"":10,""arr_nsr_inh_chf"":20,""arr_nsr_inh_nsr"":60,""arr_nsr_morph_ge"":4000,""arr_nsr_nsr_cnt"":16,""arr_nsr_pre_ge"":2200,""arr_nsr_qrs_high_le"":80,""arr_nsr_qrs_low_le"":5,""arr_nsr_rbbb_high_le"":20,""arr_nsr_rhythm_low_le"":5000,""nsr_abn_le"":250,""nsr_boost"":80,""nsr_chf_cnt"":16,""nsr_cnt"":4,""nsr_ect_le"":20,""nsr_inh_arr"":0,""nsr_inh_chf"":40,""nsr_morph_le"":50,""nsr_qrs_le"":10}"
38,structural_guarded_silent_aff_0973141,973141,61/68,32/32,0.8970588235294118,1.0,0.8990641711229946,1.0,"{""aff_boost"":40,""aff_chf_cnt"":14,""aff_cnt"":16,""aff_inh_arr"":40,""aff_inh_chf"":80,""aff_morph_le"":600,""aff_qrs_le"":1000,""aff_rhythm_ge"":12000,""arr_aff_aff_cnt"":10,""arr_aff_arr_cnt"":5,""arr_aff_boost"":40,""arr_aff_ect_ge"":50,""arr_aff_inh_aff"":40,""arr_aff_morph_ge"":500,""arr_aff_qrs_le"":800,""arr_nsr_arr_cnt"":1,""arr_nsr_arr_low_le"":2,""arr_nsr_boost"":120,""arr_nsr_ect_low_le"":40,""arr_nsr_inh_aff"":40,""arr_nsr_inh_chf"":0,""arr_nsr_inh_nsr"":60,""arr_nsr_morph_ge"":3500,""arr_nsr_nsr_cnt"":18,""arr_nsr_pre_ge"":2400,""arr_nsr_qrs_high_le"":100,""arr_nsr_qrs_low_le"":80,""arr_nsr_rbbb_high_le"":20,""arr_nsr_rhythm_low_le"":3500,""nsr_abn_le"":250,""nsr_boost"":60,""nsr_chf_cnt"":12,""nsr_cnt"":4,""nsr_ect_le"":40,""nsr_inh_arr"":40,""nsr_inh_chf"":40,""nsr_morph_le"":200,""nsr_qrs_le"":80}"
39,structural_guarded_silent_aff_1285247,1285247,61/68,32/32,0.8970588235294118,1.0,0.8990641711229946,1.0,"{""aff_boost"":40,""aff_chf_cnt"":14,""aff_cnt"":14,""aff_inh_arr"":0,""aff_inh_chf"":40,""aff_morph_le"":600,""aff_qrs_le"":600,""aff_rhythm_ge"":8000,""arr_aff_aff_cnt"":14,""arr_aff_arr_cnt"":7,""arr_aff_boost"":40,""arr_aff_ect_ge"":50,""arr_aff_inh_aff"":40,""arr_aff_morph_ge"":500,""arr_aff_qrs_le"":500,""arr_nsr_arr_cnt"":1,""arr_nsr_arr_low_le"":1,""arr_nsr_boost"":80,""arr_nsr_ect_low_le"":5,""arr_nsr_inh_aff"":20,""arr_nsr_inh_chf"":40,""arr_nsr_inh_nsr"":120,""arr_nsr_morph_ge"":3500,""arr_nsr_nsr_cnt"":20,""arr_nsr_pre_ge"":2600,""arr_nsr_qrs_high_le"":80,""arr_nsr_qrs_low_le"":30,""arr_nsr_rbbb_high_le"":20,""arr_nsr_rhythm_low_le"":6000,""nsr_abn_le"":60,""nsr_boost"":80,""nsr_chf_cnt"":8,""nsr_cnt"":4,""nsr_ect_le"":20,""nsr_inh_arr"":40,""nsr_inh_chf"":60,""nsr_morph_le"":50,""nsr_qrs_le"":80}"
40,structural_guarded_silent_aff_1142187,1142187,61/68,32/32,0.8970588235294118,1.0,0.8990641711229946,1.0,"{""aff_boost"":40,""aff_chf_cnt"":12,""aff_cnt"":12,""aff_inh_arr"":10,""aff_inh_chf"":40,""aff_morph_le"":3000,""aff_qrs_le"":1000,""aff_rhythm_ge"":19000,""arr_aff_aff_cnt"":8,""arr_aff_arr_cnt"":7,""arr_aff_boost"":120,""arr_aff_ect_ge"":400,""arr_aff_inh_aff"":80,""arr_aff_morph_ge"":500,""arr_aff_qrs_le"":200,""arr_nsr_arr_cnt"":2,""arr_nsr_arr_low_le"":1,""arr_nsr_boost"":60,""arr_nsr_ect_low_le"":80,""arr_nsr_inh_aff"":20,""arr_nsr_inh_chf"":20,""arr_nsr_inh_nsr"":40,""arr_nsr_morph_ge"":3500,""arr_nsr_nsr_cnt"":18,""arr_nsr_pre_ge"":2600,""arr_nsr_qrs_high_le"":100,""arr_nsr_qrs_low_le"":30,""arr_nsr_rbbb_high_le"":20,""arr_nsr_rhythm_low_le"":4000,""nsr_abn_le"":120,""nsr_boost"":80,""nsr_chf_cnt"":12,""nsr_cnt"":8,""nsr_ect_le"":10,""nsr_inh_arr"":10,""nsr_inh_chf"":80,""nsr_morph_le"":20,""nsr_qrs_le"":2}"
41,structural_guarded_silent_aff_1027045,1027045,61/68,32/32,0.8970588235294118,1.0,0.8990641711229946,1.0,"{""aff_boost"":40,""aff_chf_cnt"":10,""aff_cnt"":12,""aff_inh_arr"":40,""aff_inh_chf"":80,""aff_morph_le"":1000,""aff_qrs_le"":80,""aff_rhythm_ge"":16000,""arr_aff_aff_cnt"":14,""arr_aff_arr_cnt"":3,""arr_aff_boost"":80,""arr_aff_ect_ge"":400,""arr_aff_inh_aff"":60,""arr_aff_morph_ge"":500,""arr_aff_qrs_le"":800,""arr_nsr_arr_cnt"":1,""arr_nsr_arr_low_le"":1,""arr_nsr_boost"":60,""arr_nsr_ect_low_le"":80,""arr_nsr_inh_aff"":10,""arr_nsr_inh_chf"":10,""arr_nsr_inh_nsr"":80,""arr_nsr_morph_ge"":4500,""arr_nsr_nsr_cnt"":20,""arr_nsr_pre_ge"":2400,""arr_nsr_qrs_high_le"":60,""arr_nsr_qrs_low_le"":30,""arr_nsr_rbbb_high_le"":16,""arr_nsr_rhythm_low_le"":6000,""nsr_abn_le"":120,""nsr_boost"":60,""nsr_chf_cnt"":12,""nsr_cnt"":8,""nsr_ect_le"":40,""nsr_inh_arr"":0,""nsr_inh_chf"":80,""nsr_morph_le"":100,""nsr_qrs_le"":5}"
42,structural_guarded_silent_aff_0708965,708965,61/68,32/32,0.8970588235294118,1.0,0.8990641711229946,1.0,"{""aff_boost"":80,""aff_chf_cnt"":12,""aff_cnt"":12,""aff_inh_arr"":0,""aff_inh_chf"":80,""aff_morph_le"":2000,""aff_qrs_le"":300,""aff_rhythm_ge"":19000,""arr_aff_aff_cnt"":14,""arr_aff_arr_cnt"":5,""arr_aff_boost"":80,""arr_aff_ect_ge"":250,""arr_aff_inh_aff"":40,""arr_aff_morph_ge"":500,""arr_aff_qrs_le"":500,""arr_nsr_arr_cnt"":1,""arr_nsr_arr_low_le"":2,""arr_nsr_boost"":120,""arr_nsr_ect_low_le"":80,""arr_nsr_inh_aff"":10,""arr_nsr_inh_chf"":0,""arr_nsr_inh_nsr"":60,""arr_nsr_morph_ge"":3000,""arr_nsr_nsr_cnt"":16,""arr_nsr_pre_ge"":2600,""arr_nsr_qrs_high_le"":100,""arr_nsr_qrs_low_le"":5,""arr_nsr_rbbb_high_le"":20,""arr_nsr_rhythm_low_le"":3500,""nsr_abn_le"":120,""nsr_boost"":60,""nsr_chf_cnt"":16,""nsr_cnt"":4,""nsr_ect_le"":10,""nsr_inh_arr"":10,""nsr_inh_chf"":60,""nsr_morph_le"":10,""nsr_qrs_le"":2}"
